date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:52	295/295	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/intro-icon-1.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/intro-icon-1.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:52	161642/161642	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:16:00%20GMT	https://demoxml.com/html/marize/images/slides/slide-2.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/slides/slide-2.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:53	23040/23040	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/intro-img-2.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/intro-img-2.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:53	339/339	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/intro-icon-2.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/intro-icon-2.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:53	236/236	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/intro-icon-3.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/intro-icon-3.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:53	295/295	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/intro-icon-4.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/intro-icon-4.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:54	299/299	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/intro-icon-5.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/intro-icon-5.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:54	313/313	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/intro-icon-6.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/intro-icon-6.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:54	14878/14878	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/img-1.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/img-1.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:54	16114/16114	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/img-2.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/img-2.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:55	17674/17674	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/img-3.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/img-3.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:55	15318/15318	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/img-4.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/img-4.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:55	442/442	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/icon-why-1.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/icon-why-1.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:55	495/495	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/icon-why-2.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/icon-why-2.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:56	339/339	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/icon-why-3.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/icon-why-3.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:56	456/456	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/icon-why-4.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/icon-why-4.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:56	1670/1670	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/avatar-testi.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/avatar-testi.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:56	2527/2527	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/avatar-testi-1.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/avatar-testi-1.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:57	25294/25294	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/post-img-1.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/post-img-1.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:57	122832/122832	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/cost-img.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/cost-img.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:57	13601/13601	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/post-img-2.jpg	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/post-img-2.jpg	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:58	4232/4232	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/c-img-1.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/c-img-1.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:58	4083/4083	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/c-img-2.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/c-img-2.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:58	4253/4253	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/c-img-3.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/c-img-3.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:58	7266/7266	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/c-img-4.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/c-img-4.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:59	3044/3044	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/c-img-5.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/c-img-5.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:59	1959/1959	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2009:14:54%20GMT	https://demoxml.com/html/marize/images/logo-footer.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/images/logo-footer.png	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:59	96385/96385	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2024%20Mar%202015%2005:46:36%20GMT	https://demoxml.com/html/marize/js/jquery-1.11.0.min.js	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/js/jquery-1.11.0.min.js	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:03:59	36816/36816	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2005%20Nov%202015%2005:02:18%20GMT	https://demoxml.com/html/marize/js/bootstrap.min.js	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/js/bootstrap.min.js	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:04:00	8847/8847	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Nov%202015%2005:16:20%20GMT	https://demoxml.com/html/marize/js/own-menu.js	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/js/own-menu.js	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:04:00	60291/60291	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Nov%202015%2009:24:32%20GMT	https://demoxml.com/html/marize/js/jquery.isotope.min.js	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/js/jquery.isotope.min.js	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:04:00	21506/21506	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2007%20May%202015%2003:35:50%20GMT	https://demoxml.com/html/marize/js/jquery.prettyPhoto.js	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/js/jquery.prettyPhoto.js	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:04:00	40400/40400	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2003%20Oct%202015%2016:21:08%20GMT	https://demoxml.com/html/marize/js/owl.carousel.min.js	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/js/owl.carousel.min.js	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:04:01	95687/95687	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2024%20Jul%202015%2012:19:32%20GMT	https://demoxml.com/html/marize/rs-plugin/js/jquery.tp.t.min.js	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/js/jquery.tp.t.min.js	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:04:01	112807/112807	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2024%20Jul%202015%2012:19:32%20GMT	https://demoxml.com/html/marize/rs-plugin/js/jquery.tp.min.js	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/js/jquery.tp.min.js	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:04:01	2942/2942	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Nov%202015%2005:16:48%20GMT	https://demoxml.com/html/marize/js/main.js	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/js/main.js	(from https://demoxml.com/html/marize/?storefront=envato-elements)
15:04:01	42935/42935	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202013%2002:10:04%20GMT	https://demoxml.com/html/marize/rs-plugin/images/gradient/g30.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/images/gradient/g30.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:02	42464/42464	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Nov%202013%2002:10:06%20GMT	https://demoxml.com/html/marize/rs-plugin/images/gradient/g40.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/images/gradient/g40.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:02	4289/4289	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/shadow1.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/shadow1.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:02	5661/5661	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/shadow2.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/shadow2.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:02	6428/6428	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/shadow3.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/shadow3.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:03	933/933	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Nov%202013%2016:40:54%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/gridtile.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/gridtile.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:03	931/931	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Nov%202013%2017:13:48%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/gridtile_white.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/gridtile_white.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:03	938/938	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Nov%202013%2017:13:48%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/gridtile_3x3.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/gridtile_3x3.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:03	935/935	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Nov%202013%2017:13:48%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/gridtile_3x3_white.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:04	2746/2746	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/boxed_bgtile.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/boxed_bgtile.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:04	149/149	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/navigdots_bgtile.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/navigdots_bgtile.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:04	2254/2254	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/bullet.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/bullet.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:04	1153/1153	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/bullets.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/bullets.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:05	278/278	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/bullets2.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/bullets2.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:05	924/924	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/bullet_boxed.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/bullet_boxed.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:05	743/743	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/navigdots.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/navigdots.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:05	1517/1517	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/large_left.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/large_left.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:05	1561/1561	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/large_right.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/large_right.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:06	670/670	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/small_left.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/small_left.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:06	668/668	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/small_right.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/small_right.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:06	807/807	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/arrow_left.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/arrow_left.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:06	820/820	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/arrow_right.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/arrow_right.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:07	846/846	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/small_left_boxed.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/small_left_boxed.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:07	807/807	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/small_right_boxed.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/small_right_boxed.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:07	43543/43543	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/arrowleft.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/arrowleft.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:08	348/348	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/arrow_left2.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/arrow_left2.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:08	43719/43719	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/arrowright.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/arrowright.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
15:04:08	343/343	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202013%2017:14:02%20GMT	https://demoxml.com/html/marize/rs-plugin/assets/arrow_right2.png	C:/My%20Web%20Sites/PTLL/demoxml.com/html/marize/rs-plugin/assets/arrow_right2.png	(from https://demoxml.com/html/marize/rs-plugin/css/settings.css)
